gal_file,z_pos,x_pos,y_pos,orig_mass,new_mass,mos_name
data/mock_gals/g1_model708.fits,514,25,427,9.2697,9.504875217934666,1245mosC
data/mock_gals/g1_model103.fits,447,363,113,8.5867,8.844572194359538,1245mosC
data/mock_gals/g2_model442.fits,539,552,1091,8.929,9.160898075725276,1245mosC
data/mock_gals/g2_model48.fits,207,788,1379,8.545,8.760540614170973,1245mosC
data/mock_gals/g1_model85.fits,285,737,1050,8.5692,8.811281094854994,1245mosC
data/mock_gals/g1_model628.fits,27,755,345,9.1532,9.366169109871027,1245mosC
data/mock_gals/g1_model273.fits,282,588,591,8.7458,8.97259762927369,1245mosC
data/mock_gals/g1_model938.fits,402,47,482,9.8223,10.049909604071866,1245mosC
data/mock_gals/g2_model487.fits,228,49,1293,8.9896,9.211562502000767,1245mosC
data/mock_gals/g2_model104.fits,425,186,1055,8.5874,8.845774141585514,1245mosC
data/mock_gals/g1_model969.fits,99,428,719,9.9553,10.17300774697111,1245mosC
data/mock_gals/g2_model744.fits,551,313,1097,9.3365,9.570936110942213,1245mosC
data/mock_gals/g2_model211.fits,569,599,736,8.683,8.908998335464583,1245mosC
data/mock_gals/g1_model230.fits,41,212,798,8.7006,8.935412330704104,1245mosC
data/mock_gals/g2_model681.fits,15,113,96,9.2292,9.443893168998459,1245mosC
data/mock_gals/g1_model961.fits,335,721,509,9.9331,10.15843249167793,1245mosC
data/mock_gals/g1_model777.fits,400,541,392,9.3989,9.629870967916846,1245mosC
data/mock_gals/g1_model410.fits,346,8,222,8.8947,9.131656531795437,1245mosC
data/mock_gals/g1_model107.fits,435,661,227,8.5911,8.812217866763474,1245mosC
data/mock_gals/g1_model352.fits,429,256,817,8.8309,9.07989001493082,1245mosC
data/mock_gals/g1_model841.fits,428,198,300,9.5342,9.762903006117053,1245mosC
data/mock_gals/g2_model232.fits,90,585,648,8.7056,8.91931687239404,1245mosC
data/mock_gals/g2_model645.fits,57,106,459,9.1796,9.394590666481392,1245mosC
data/mock_gals/g1_model381.fits,262,555,361,8.8608,9.077768933883283,1245mosC
data/mock_gals/g2_model47.fits,131,186,67,8.5435,8.751007691151495,1245mosC
data/mock_gals/g1_model341.fits,114,89,619,8.8188,9.032803781715211,1245mosC
data/mock_gals/g1_model470.fits,322,503,1113,8.9678,9.202482870096127,1245mosC
data/mock_gals/g1_model736.fits,486,74,1203,9.3176,9.553191253857376,1245mosC
data/mock_gals/g1_model219.fits,115,419,638,8.689,8.923690932278678,1245mosC
data/mock_gals/g2_model687.fits,421,390,442,9.2341,9.463660631119254,1245mosC
data/mock_gals/g1_model57.fits,500,54,1276,8.5479,8.774107743687011,1245mosC
data/mock_gals/g2_model672.fits,563,385,755,9.216,9.452450992037361,1245mosC
data/mock_gals/g1_model572.fits,441,184,1190,9.0914,9.3193201732266,1245mosC
data/mock_gals/g2_model594.fits,521,82,299,9.1098,9.336483846337588,1245mosC
data/mock_gals/g1_model885.fits,257,284,621,9.6655,9.88691170629505,1245mosC
data/mock_gals/g1_model818.fits,70,340,91,9.4882,9.707901466786897,1245mosC
data/mock_gals/g2_model743.fits,307,268,552,9.3334,9.558027375364047,1245mosC
data/mock_gals/g2_model567.fits,323,564,552,9.0877,9.311077288562347,1245mosC
data/mock_gals/g2_model185.fits,192,281,453,8.6581,8.870044154120977,1245mosC
data/mock_gals/g1_model678.fits,5,281,1051,9.227,9.439300004614298,1245mosC
data/mock_gals/g2_model319.fits,69,235,68,8.8038,9.03731232016305,1245mosC
data/mock_gals/g1_model297.fits,555,276,861,8.7778,9.01380536382842,1245mosC
data/mock_gals/g2_model979.fits,455,247,333,10.0026,10.23037997402846,1245mosC
data/mock_gals/g2_model992.fits,495,519,48,10.1361,10.36811674310779,1245mosC
data/mock_gals/g2_model159.fits,440,508,305,8.6337,8.883897442623699,1245mosC
data/mock_gals/g1_model184.fits,607,44,708,8.658,8.89299234018416,1245mosC
data/mock_gals/g1_model409.fits,472,118,365,8.8941,9.138703468992142,1245mosC
data/mock_gals/g1_model635.fits,336,589,275,9.1586,9.38282408260201,1245mosC
data/mock_gals/g2_model417.fits,71,280,1150,8.8985,9.118410898133478,1245mosC
data/mock_gals/g2_model15.fits,566,383,11,8.5111,8.718765717448028,1245mosC
data/mock_gals/g1_model44.fits,164,329,509,8.5405,8.747789464809506,1245mosC
data/mock_gals/g1_model874.fits,170,388,1308,9.6354,9.853324639101581,1245mosC
data/mock_gals/g1_model329.fits,139,9,431,8.8089,9.033127566912038,1245mosC
data/mock_gals/g1_model145.fits,172,499,988,8.6203,8.82462574492391,1245mosC
data/mock_gals/g2_model252.fits,436,25,973,8.7302,8.964537889771142,1245mosC
data/mock_gals/g1_model354.fits,615,502,521,8.8326,9.077817029734485,1245mosC
data/mock_gals/g2_model0.fits,491,91,1248,8.5004,8.694640484020876,1245mosC
data/mock_gals/g1_model405.fits,104,330,335,8.8882,9.101082298234468,1245mosC
data/mock_gals/g1_model526.fits,515,271,249,9.0409,9.275670292020155,1245mosC
