gal_file,z_pos,x_pos,y_pos,orig_mass,new_mass,mos_name
data/mock_gals/g1_model896.fits,191,556,1052,9.6963,9.915970462008518,1353mosC
data/mock_gals/g1_model252.fits,419,513,608,8.7302,8.949220198575782,1353mosC
data/mock_gals/g2_model972.fits,435,467,1050,9.9706,10.198626427850442,1353mosC
data/mock_gals/g2_model534.fits,7,799,298,9.0497,9.271161596229854,1353mosC
data/mock_gals/g2_model529.fits,149,501,1184,9.0435,9.264532711472384,1353mosC
data/mock_gals/g1_model788.fits,391,486,856,9.4157,9.645156983335403,1353mosC
data/mock_gals/g2_model861.fits,547,535,1225,9.5829,9.815837485533608,1353mosC
data/mock_gals/g1_model211.fits,410,23,590,8.683,8.907854828955402,1353mosC
data/mock_gals/g1_model522.fits,249,62,760,9.0377,9.26529368861345,1353mosC
data/mock_gals/g1_model69.fits,166,70,667,8.556,8.795859568117274,1353mosC
data/mock_gals/g1_model209.fits,338,108,168,8.6821,8.913305390583808,1353mosC
data/mock_gals/g2_model422.fits,186,474,1219,8.905,9.137490898532574,1353mosC
data/mock_gals/g2_model236.fits,434,634,254,8.71,8.945670982521934,1353mosC
data/mock_gals/g2_model833.fits,499,94,92,9.5132,9.745688666306611,1353mosC
data/mock_gals/g2_model249.fits,155,475,739,8.7248,8.952264246642448,1353mosC
data/mock_gals/g1_model65.fits,460,234,789,8.5534,8.774497773024011,1353mosC
data/mock_gals/g2_model269.fits,627,600,50,8.742,8.967675695056483,1353mosC
data/mock_gals/g2_model341.fits,241,610,1343,8.8188,9.047520806470953,1353mosC
data/mock_gals/g2_model596.fits,315,327,1039,9.1102,9.334597589933606,1353mosC
data/mock_gals/g2_model588.fits,524,241,197,9.1036,9.330670898966355,1353mosC
data/mock_gals/g1_model844.fits,483,56,1074,9.5382,9.768366452286696,1353mosC
data/mock_gals/g1_model456.fits,404,698,348,8.9519,9.193799902618817,1353mosC
data/mock_gals/g1_model193.fits,166,77,721,8.6637,8.891588160923602,1353mosC
data/mock_gals/g2_model222.fits,497,126,924,8.6925,8.930022074246112,1353mosC
data/mock_gals/g1_model111.fits,521,127,203,8.595,8.826219747773953,1353mosC
data/mock_gals/g1_model239.fits,212,393,233,8.7122,8.935753082100712,1353mosC
data/mock_gals/g1_model515.fits,72,254,42,9.0274,9.253638689018539,1353mosC
data/mock_gals/g1_model435.fits,538,87,878,8.9197,9.142756815993158,1353mosC
data/mock_gals/g1_model929.fits,590,577,871,9.7992,10.035967041649839,1353mosC
data/mock_gals/g1_model868.fits,595,376,168,9.6217,9.855497833964723,1353mosC
data/mock_gals/g1_model724.fits,244,202,481,9.2923,9.513772400338913,1353mosC
data/mock_gals/g1_model484.fits,252,585,1274,8.9863,9.214340270290336,1353mosC
data/mock_gals/g1_model278.fits,195,599,944,8.7493,8.978804048495974,1353mosC
data/mock_gals/g2_model172.fits,144,363,774,8.644,8.859945641234084,1353mosC
data/mock_gals/g2_model811.fits,546,3,622,9.4728,9.705791107839403,1353mosC
data/mock_gals/g1_model817.fits,294,456,399,9.4873,9.714597672463686,1353mosC
data/mock_gals/g2_model837.fits,428,87,1230,9.5197,9.745765471272126,1353mosC
data/mock_gals/g2_model219.fits,19,224,743,8.689,8.897012279187903,1353mosC
data/mock_gals/g1_model709.fits,555,325,733,9.2699,9.503762994263374,1353mosC
data/mock_gals/g2_model739.fits,26,364,1014,9.3227,9.539999306700228,1353mosC
data/mock_gals/g2_model95.fits,554,49,596,8.5788,8.82845405514444,1353mosC
data/mock_gals/g2_model66.fits,36,326,1324,8.5536,8.76296764674592,1353mosC
data/mock_gals/g1_model969.fits,156,14,408,9.9553,10.174154291279013,1353mosC
data/mock_gals/g2_model290.fits,109,809,1249,8.7622,8.980102358243588,1353mosC
data/mock_gals/g2_model194.fits,402,119,1256,8.6644,8.88221328180263,1353mosC
data/mock_gals/g2_model295.fits,414,610,190,8.772,9.004477222554986,1353mosC
data/mock_gals/g1_model121.fits,62,723,916,8.6003,8.804102439909963,1353mosC
data/mock_gals/g2_model54.fits,201,455,289,8.5472,8.806904331021835,1353mosC
data/mock_gals/g2_model940.fits,373,699,376,9.8379,10.067684640002884,1353mosC
data/mock_gals/g1_model190.fits,453,605,41,8.6613,8.907268802561449,1353mosC
data/mock_gals/g1_model154.fits,474,124,38,8.6275,8.86174246714142,1353mosC
data/mock_gals/g1_model385.fits,585,599,721,8.8643,9.10642266427464,1353mosC
data/mock_gals/g1_model476.fits,209,650,290,8.9753,9.196250834072583,1353mosC
data/mock_gals/g2_model824.fits,288,303,1244,9.5008,9.72372406317128,1353mosC
data/mock_gals/g1_model711.fits,622,416,171,9.2708,9.50781141034625,1353mosC
data/mock_gals/g1_model120.fits,161,536,760,8.5997,8.83496205426752,1353mosC
data/mock_gals/g2_model179.fits,543,194,178,8.6502,8.878988286311499,1353mosC
data/mock_gals/g2_model702.fits,258,140,339,9.2532,9.469906348737606,1353mosC
data/mock_gals/g1_model420.fits,588,296,1020,8.902,9.145853740646134,1353mosC
data/mock_gals/g1_model881.fits,160,639,68,9.6538,9.872239827091018,1353mosC
data/mock_gals/g2_model107.fits,576,141,137,8.5911,8.827902760830602,1353mosC
data/mock_gals/g2_model669.fits,404,569,1090,9.2123,9.443710997704626,1353mosC
data/mock_gals/g2_model405.fits,452,194,245,8.8882,9.12711567478911,1353mosC
data/mock_gals/g2_model741.fits,419,457,1108,9.3319,9.563408706029467,1353mosC
data/mock_gals/g1_model594.fits,394,322,760,9.1098,9.336303825562272,1353mosC
data/mock_gals/g1_model886.fits,113,179,710,9.6682,9.883290929303765,1353mosC
data/mock_gals/g2_model460.fits,230,342,73,8.9584,9.183307191366753,1353mosC
data/mock_gals/g1_model272.fits,517,187,841,8.7443,8.981153117323114,1353mosC
data/mock_gals/g2_model161.fits,317,387,406,8.6341,8.867996228461442,1353mosC
data/mock_gals/g1_model979.fits,58,639,926,10.0026,10.2171191701131,1353mosC
data/mock_gals/g1_model803.fits,450,625,745,9.4556,9.684483357380655,1353mosC
data/mock_gals/g1_model395.fits,304,715,1180,8.877,9.103373430798522,1353mosC
data/mock_gals/g1_model838.fits,591,33,1052,9.5225,9.757841797044748,1353mosC
data/mock_gals/g1_model296.fits,592,239,913,8.7722,9.023686511808782,1353mosC
data/mock_gals/g2_model273.fits,143,566,1196,8.7458,8.94742476601314,1353mosC
data/mock_gals/g1_model495.fits,388,420,60,8.9978,9.231051647126279,1353mosC
data/mock_gals/g1_model771.fits,155,549,1054,9.376,9.59497738850429,1353mosC
data/mock_gals/g2_model604.fits,109,256,634,9.1163,9.331700539717303,1353mosC
data/mock_gals/g1_model529.fits,588,575,292,9.0435,9.28867523826525,1353mosC
data/mock_gals/g1_model790.fits,461,22,440,9.4172,9.64556254667543,1353mosC
data/mock_gals/g2_model28.fits,345,616,629,8.5266,8.764538624058348,1353mosC
data/mock_gals/g1_model660.fits,186,111,1096,9.1924,9.41506445543056,1353mosC
data/mock_gals/g1_model602.fits,411,408,1179,9.1148,9.344159710790192,1353mosC
data/mock_gals/g1_model311.fits,610,46,171,8.7955,9.03031156369322,1353mosC
data/mock_gals/g1_model536.fits,226,447,1126,9.0515,9.27770917247105,1353mosC
data/mock_gals/g1_model116.fits,161,752,1369,8.5978,8.811556107173326,1353mosC
data/mock_gals/g2_model987.fits,5,483,442,10.067,10.279126678869295,1353mosC
data/mock_gals/g1_model126.fits,457,459,527,8.6051,8.825262424444661,1353mosC
data/mock_gals/g1_model405.fits,358,379,206,8.8882,9.109955556240918,1353mosC
data/mock_gals/g2_model626.fits,171,80,245,9.1452,9.362937085686236,1353mosC
data/mock_gals/g1_model102.fits,547,7,652,8.5864,8.84202346125608,1353mosC
data/mock_gals/g1_model49.fits,596,38,529,8.5452,8.795518063105126,1353mosC
data/mock_gals/g2_model543.fits,135,171,30,9.0576,9.28252644891251,1353mosC
data/mock_gals/g2_model843.fits,444,27,480,9.5363,9.765005952775432,1353mosC
data/mock_gals/g1_model834.fits,236,564,735,9.5133,9.734293903408288,1353mosC
