label,centroid-0,centroid-1,centroid-2,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,area,brightest_pix,elongation,n_vel,nx,ny,max_loc-0,max_loc-1,max_loc-2,max_loc,dist,nx_kpc,ny_kpc,fluxes,type
1,80.86764705882354,718.9117647058823,1579.1176470588234,79,714,1577,85,725,1582,68,7.733117580413818,6.8541019662496865,46.375738685062146,11,5,1,8,2,"[80, 722, 1579]",112.99314554979387,36.15521317941011,16.43418736383254,"[0.3997949386067231, 0.02356106505160839]",real
2,90.07167710508003,680.599164926931,135.35768963117607,80,670,129,100,692,142,2874,6.142483234405518,2.8131146584473314,154.58579561687384,22,13,9,9,7,"[89, 679, 136]",111.83023633663132,71.56622517145497,42.289129298607335,"[2.087866827949571, 0.045561980390943134]",real
3,92.83783783783784,555.8513513513514,1562.9324324324325,91,552,1561,95,561,1566,74,5.660643100738525,4.29123824637883,30.91715912337477,9,5,1,5,1,"[92, 557, 1562]",111.59772832650938,29.216218330171117,16.23123214927866,"[0.3906646054039657, 0.024641134190766672]",real
4,183.83443708609272,839.2715231788079,473.5298013245033,178,835,471,190,845,477,302,8.423247337341309,2.0248155407127997,92.75147737012429,10,6,10,6,3,"[188, 841, 474]",101.0445782858864,29.392677913297366,17.63560642963096,"[1.0901115602571037, 0.0613770860008631]",real
5,303.2182852946576,306.3737837341656,1092.2928217367357,284,295,1085,324,319,1102,5447,9.791152000427246,1.6435030662903352,309.1715912337477,24,17,7,10,9,"[291, 305, 1094]",87.2055827602936,60.88099317570758,43.12403334193343,"[5.708738550970906, 0.10664903577473124]",real
6,309.79986613119144,354.76639892904956,1195.4511378848729,299,348,1191,322,362,1201,1494,5.918200969696045,2.136775194961221,177.77366495940493,14,10,16,5,5,"[315, 353, 1196]",86.51592622534582,35.2330507214534,25.1664641196031,"[1.020622879009016, 0.03353661578221287]",real
7,347.307582260372,627.72943490701,972.2167381974249,330,617,963,368,640,983,5592,15.861085891723633,1.4873871272752077,293.7130116720603,23,20,7,13,12,"[337, 630, 975]",82.15315147234544,54.96399058757182,47.794772684969026,"[8.353857274588902, 0.16967750296032838]",real
8,349.64751381215467,399.97596685082874,1457.8292817679558,335,389,1449,362,412,1468,3620,7.482060432434082,3.377270418282855,208.69082408277967,23,19,8,12,9,"[343, 401, 1458]",81.92377308173873,54.810526581914736,45.27825894390006,"[3.3634645907765512, 0.09592952094512747]",real
9,346.77272727272725,398.90909090909093,1449.2272727272727,344,397,1448,350,401,1451,22,0.6599594354629517,1.0,46.375738685062146,4,3,4,0,2,"[348, 397, 1450]",82.26784970884633,9.57229924788284,7.1792244217376675,"[-0.008392463064967267, 0.0007043230233910708]",real
10,361.4627357078719,826.0706375336725,832.1056569889255,345,819,825,380,836,841,3341,10.822733879089355,1.7095291381761288,270.5251423295292,17,16,8,8,6,"[353, 827, 831]",80.54800884566012,39.83179641875145,37.48874922165348,"[3.665102589385786, 0.09440223257812722]",real
11,352.05882352941177,400.0,1448.0588235294117,351,399,1447,356,402,1450,17,1.1948977708816528,inf,38.64644890421846,3,3,1,1,2,"[352, 400, 1449]",81.57975069468868,7.119176453248187,7.119176453248187,"[-0.013175673250271152, 0.0]",real
12,380.0231159556474,807.0355196391656,624.5006577710957,354,797,616,409,818,634,5321,12.296560287475586,2.36199783309166,425.110937946403,21,18,50,7,12,"[404, 804, 628]",78.37148832359202,47.87442499616709,41.03522007111448,"[4.986493636288619, 0.0991670959350474]",real
13,373.3023009138381,646.3900130548303,1106.6906821148825,359,629,1088,387,664,1123,12256,19.409902572631836,1.4532038193158916,216.42011386362336,35,35,20,22,17,"[379, 651, 1105]",79.17311163020509,80.60686595968588,80.60686595968588,"[21.13806976037196, 0.15533594126517355]",real
14,369.08985507246376,112.46521739130435,1565.1057971014493,360,106,1560,380,120,1571,1380,3.5523438453674316,1.5387738169965788,154.58579561687384,14,11,3,5,6,"[363, 111, 1566]",79.63131441699736,32.42933714380236,25.480192931122676,"[0.8422747878831187, 0.031136159225522455]",real
15,360.0,408.2857142857143,1458.4285714285713,360,407,1458,361,411,1460,7,-0.07686872035264969,4.75571298153155,7.7292897808436924,4,2,0,0,1,"[360, 407, 1459]",80.66262273865483,9.385522603375588,4.692761285804495,"[-0.018534189907697146, 0.0]",real
16,379.7782849690251,780.6879686990544,105.73263775676557,367,770,98,394,790,114,3067,6.864503860473633,2.636146882111854,208.69082408277967,20,16,21,13,9,"[388, 783, 107]",78.48598789912344,45.66130310724084,36.52904100214142,"[3.6010548208942894, 0.11950121673326262]",real
17,380.18088187962667,982.2848406823302,1207.1786289024783,369,972,1201,393,995,1214,3107,7.858943462371826,3.2643022278796363,185.50295474024858,23,13,4,11,5,"[373, 983, 1206]",78.37148832359202,52.433895344866265,29.636546533480338,"[3.3692275417990363, 0.0957519431271815]",real
18,394.0878661087866,633.652473541718,237.71277381245386,382,624,231,410,647,246,4063,14.765756607055664,1.6070568464082877,216.42011386362336,23,15,4,11,7,"[386, 635, 238]",76.76912530766164,51.361845592093026,33.49685294876994,"[5.776467418279989, 0.20506705879780168]",real
19,403.8599907278628,315.44645340751043,1263.7292535929532,384,305,1257,422,326,1271,4314,9.433709144592285,2.1130165535895866,293.7130116720603,21,14,30,9,6,"[414, 314, 1263]",75.73965643234523,46.26673014214342,30.84448462998128,"[4.203238753345839, 0.09511786652941599]",real
20,396.3110831234257,879.4452141057934,1022.9653652392947,386,872,1018,406,888,1029,1588,7.287389278411865,2.225059892157982,154.58579561687384,16,11,11,6,5,"[397, 878, 1023]",76.54031242119109,35.62348242776759,24.491143236536477,"[1.708533170413537, 0.05043496869864869]",real
21,412.06170906718853,28.56829745596869,634.8808871493803,394,17,625,431,43,650,7665,11.069711685180664,1.9307801286186923,285.9837218912166,26,25,8,10,8,"[402, 27, 633]",74.71067364555125,56.50439260588883,54.33114595489346,"[7.12706949604889, 0.0901619598379319]",real
22,403.33057228915663,488.61897590361446,696.0971385542168,394,481,692,413,497,701,1328,6.2383246421813965,2.653307866669875,146.85650583603015,16,9,13,6,3,"[407, 487, 695]",75.73965643234523,35.25084017367821,19.828596618968128,"[0.9255856678426208, 0.040335685638554074]",real
