gal_file,z_pos,x_pos,y_pos,orig_mass,new_mass,mos_name
data/mock_gals/g2_model343.fits,280,385,9,8.8221,8.93382198007267,1353mosH
data/mock_gals/g2_model651.fits,470,446,1188,9.1833,9.303780622335143,1353mosH
data/mock_gals/g2_model604.fits,206,935,419,9.1163,9.21988260920488,1353mosH
data/mock_gals/g2_model597.fits,544,626,520,9.1116,9.225601072474493,1353mosH
data/mock_gals/g2_model92.fits,70,261,1361,8.5758,8.666442224931915,1353mosH
data/mock_gals/g2_model446.fits,31,392,128,8.9332,9.03596802684853,1353mosH
data/mock_gals/g1_model205.fits,135,892,692,8.6779,8.773805275328556,1353mosH
data/mock_gals/g2_model7.fits,396,870,96,8.5066,8.61805716395776,1353mosH
data/mock_gals/g1_model853.fits,117,425,1305,9.5552,9.660155157931747,1353mosH
data/mock_gals/g2_model995.fits,408,847,1230,10.1563,10.269359194202144,1353mosH
data/mock_gals/g1_model995.fits,73,3,1272,10.1563,10.245927361044082,1353mosH
data/mock_gals/g1_model62.fits,649,930,247,8.5516,8.698932543850306,1353mosH
data/mock_gals/g1_model166.fits,574,858,1210,8.6383,8.759965804404564,1353mosH
data/mock_gals/g2_model563.fits,483,671,747,9.0844,9.199548802226635,1353mosH
data/mock_gals/g2_model96.fits,620,611,411,8.5798,8.714988020333836,1353mosH
data/mock_gals/g2_model844.fits,614,916,1187,9.5382,9.670972233295739,1353mosH
data/mock_gals/g1_model243.fits,376,651,855,8.7151,8.835154129424366,1353mosH
data/mock_gals/g1_model418.fits,396,245,624,8.8991,9.00832873041236,1353mosH
data/mock_gals/g2_model145.fits,80,323,576,8.6203,8.731432285760818,1353mosH
data/mock_gals/g2_model980.fits,268,374,725,10.016,10.124165101497853,1353mosH
data/mock_gals/g2_model53.fits,116,451,774,8.547,8.663149062829252,1353mosH
data/mock_gals/g1_model120.fits,470,750,165,8.5997,8.73370392515166,1353mosH
data/mock_gals/g2_model375.fits,241,611,794,8.8572,8.972327817946741,1353mosH
data/mock_gals/g1_model179.fits,102,892,946,8.6502,8.75930507020486,1353mosH
data/mock_gals/g2_model83.fits,129,791,76,8.5671,8.686881297089526,1353mosH
data/mock_gals/g1_model542.fits,307,469,259,9.0573,9.178588913500258,1353mosH
data/mock_gals/g1_model510.fits,411,799,76,9.0206,9.135687044917047,1353mosH
data/mock_gals/g2_model780.fits,196,844,475,9.402,9.506484810834408,1353mosH
data/mock_gals/g1_model83.fits,437,202,665,8.5671,8.684198995241115,1353mosH
data/mock_gals/g1_model122.fits,612,660,361,8.6019,8.723691861098107,1353mosH
