label,centroid-0,centroid-1,centroid-2,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,area,brightest_pix,elongation,n_vel,nx,ny,max_loc-0,max_loc-1,max_loc-2,max_loc,dist,nx_kpc,ny_kpc,fluxes,type
1,13.388296152602651,512.2185580342709,1498.0087293889428,6,500,1490,22,525,1511,3093,6.014608383178711,2.675480885904435,123.66863649349908,25,21,7,14,8,"[13, 514, 1498]",322.9901515637134,234.8851136031246,197.30348518700842,"[3.8662990703997844, 0.06575015264645753]",real
2,249.86735395189004,947.2886597938144,509.95807560137456,240,941,506,261,955,515,1455,4.1517486572265625,2.63207338514032,162.31508539771752,14,9,15,7,1,"[255, 948, 507]",293.04859006463226,119.34214066788513,76.71994508371469,"[0.5183817822438457, 0.03398618329498586]",real
3,442.35656292286876,697.9560216508796,414.7943166441137,432,692,409,458,705,421,1478,5.2140583992004395,1.7542184957538147,200.96153430193598,13,12,2,6,8,"[434, 698, 417]",268.8503134103161,101.66700919378964,93.84646936329416,"[1.0249407177362697, 0.02520939003299198]",real
4,465.8308227114716,704.8731170336038,973.2479721900347,453,698,968,481,712,980,1726,3.8960578441619873,2.0680675405703624,216.42011386362336,14,12,4,9,6,"[457, 707, 974]",265.98363767412593,108.32011406593136,92.8458106947648,"[0.954451192257301, 0.04863408972120342]",real
5,627.8180515759312,684.9899713467049,1286.0300859598854,618,680,1283,636,692,1290,698,2.433584451675415,4.463664676205396,139.12721605518644,12,7,2,9,5,"[620, 689, 1288]",245.8941055633696,85.83324062988397,50.06938902582036,"[0.09949976877787978, 0.010033473220491241]",real
1,8.192,259.54763636363634,1017.3927272727273,0,253,1014,19,267,1022,1375,0.00017018697690218687,2.466315545489747,146.85650583603015,14,8,13,7,3,"[13, 260, 1017]",323.62874608905673,131.79571118705343,75.31183216009403,"[4.6148460674529135e-05, 2.25043934834005e-06]",mock
2,7.791601866251944,275.63608087091757,806.5318818040436,0,269,803,18,283,811,1286,0.00024256540928035975,2.3197940695272794,139.12721605518644,14,8,12,7,4,"[12, 276, 807]",323.75648624487644,131.84773253832972,75.34155864543088,"[7.204143732535677e-05, 3.5159754078151935e-06]",mock
3,10.724318658280922,348.29350104821805,626.2348008385744,0,341,621,24,357,633,1908,0.0015850344207137823,2.7689702961695843,185.50295474024858,16,12,18,6,4,"[18, 347, 625]",323.37328702993517,150.50477642067972,112.87857874968009,"[0.0011175992700919839, 3.829214698083137e-05]",mock
4,6.849662162162162,649.3006756756756,134.45777027027026,0,643,131,16,657,139,1184,0.00013813549594487995,2.514115081555848,123.66863649349908,14,8,10,6,3,"[10, 649, 134]",323.8842334856554,131.89975677490978,75.37128677951267,"[3.646514385850589e-05, 1.7461355339315886e-06]",mock
5,12.168915774778966,938.4053047929269,452.30572359236857,0,931,446,26,947,459,2149,0.003262632293626666,2.2724837008221246,200.96153430193598,16,13,21,9,5,"[21, 940, 451]",323.1178563035778,150.3858935509335,122.18853551179431,"[0.0012189708475691815, 3.232328815673353e-05]",mock
6,14.700729927007298,656.4363920750782,766.4217935349322,1,650,762,29,664,772,1918,0.0004704662715084851,2.6934146142159414,216.42011386362336,14,10,5,6,5,"[6, 656, 767]",322.86245390527165,131.48364365733144,93.91688578366775,"[0.00016119099314199588, 6.861760526121995e-06]",mock
7,12.703786191536748,150.38530066815144,519.4331848552339,7,144,516,20,158,524,898,0.00019043157226406038,2.7050104248110505,100.48076715096799,14,8,4,6,3,"[11, 150, 519]",323.1178563035778,131.58765463018358,75.19294270345192,"[3.295271041759472e-05, 1.5589090658856146e-06]",mock
8,18.668243243243243,767.4472972972973,426.43581081081084,9,761,423,30,775,431,1480,0.00022645686112809926,2.325301204819277,162.31508539771752,14,8,15,7,3,"[24, 768, 426]",322.351734073962,131.2756563131965,75.0146579575256,"[7.931949313786579e-05, 3.883680201286832e-06]",mock
