gal_file,z_pos,x_pos,y_pos,orig_mass,new_mass,mos_name
data/mock_gals/g2_model468.fits,304,583,582,8.966,9.118752302646222,1245mosF
data/mock_gals/g2_model772.fits,530,723,397,9.3772,9.55059457848517,1245mosF
data/mock_gals/g2_model525.fits,190,913,1474,9.0391,9.19965095051885,1245mosF
data/mock_gals/g2_model784.fits,260,654,676,9.411,9.568491379763236,1245mosF
data/mock_gals/g2_model614.fits,91,217,188,9.1318,9.27904799147542,1245mosF
data/mock_gals/g2_model88.fits,387,181,258,8.5735,8.763791383981259,1245mosF
data/mock_gals/g2_model386.fits,138,761,656,8.8648,9.015760650745047,1245mosF
data/mock_gals/g2_model58.fits,446,765,674,8.5489,8.690133503736538,1245mosF
data/mock_gals/g2_model932.fits,15,319,1419,9.803,9.948353944295835,1245mosF
data/mock_gals/g2_model919.fits,216,418,1464,9.7646,9.91676126769459,1245mosF
data/mock_gals/g2_model16.fits,553,911,1115,8.5117,8.705531984184097,1245mosF
data/mock_gals/g1_model952.fits,454,682,1330,9.8819,10.045215972635209,1245mosF
data/mock_gals/g1_model851.fits,607,121,448,9.5498,9.724386443593248,1245mosF
data/mock_gals/g1_model232.fits,301,705,730,8.7056,8.846167010478585,1245mosF
data/mock_gals/g2_model101.fits,599,873,727,8.5861,8.767746072794017,1245mosF
data/mock_gals/g2_model978.fits,218,108,310,9.9982,10.14872052094312,1245mosF
data/mock_gals/g1_model68.fits,327,910,1042,8.5555,8.747277073146645,1245mosF
data/mock_gals/g2_model205.fits,227,607,477,8.6779,8.847776234010523,1245mosF
data/mock_gals/g2_model473.fits,407,537,740,8.9701,9.127343550262013,1245mosF
data/mock_gals/g2_model480.fits,535,862,895,8.9801,9.144337364895696,1245mosF
data/mock_gals/g2_model782.fits,33,739,1115,9.4079,9.549202295682898,1245mosF
data/mock_gals/g2_model268.fits,292,458,191,8.7405,8.911845343163256,1245mosF
data/mock_gals/g2_model958.fits,247,457,220,9.9081,10.060641488735772,1245mosF
data/mock_gals/g2_model758.fits,372,663,1313,9.3516,9.50774649353556,1245mosF
data/mock_gals/g2_model602.fits,124,259,607,9.1148,9.26802848356445,1245mosF
data/mock_gals/g2_model786.fits,271,183,567,9.4132,9.571637495467884,1245mosF
data/mock_gals/g1_model767.fits,234,82,511,9.3631,9.52699353299821,1245mosF
data/mock_gals/g1_model844.fits,440,782,1022,9.5382,9.695459713041235,1245mosF
data/mock_gals/g1_model424.fits,124,87,226,8.9056,9.053088955899689,1245mosF
data/mock_gals/g2_model503.fits,532,845,1115,9.0077,9.1842944197941,1245mosF
data/mock_gals/g1_model28.fits,372,911,1060,8.5266,8.675052097745152,1245mosF
data/mock_gals/g1_model816.fits,581,300,873,9.4869,9.659315853252068,1245mosF
data/mock_gals/g2_model334.fits,550,160,523,8.8114,8.992189044996117,1245mosF
data/mock_gals/g2_model152.fits,280,15,549,8.6258,8.773053569509756,1245mosF
data/mock_gals/g1_model102.fits,392,322,167,8.5864,8.772711507059592,1245mosF
data/mock_gals/g2_model713.fits,253,760,492,9.2739,9.42758765248101,1245mosF
data/mock_gals/g2_model442.fits,110,81,917,8.929,9.07167721699034,1245mosF
data/mock_gals/g1_model488.fits,467,438,70,8.9912,9.152091312267164,1245mosF
data/mock_gals/g2_model691.fits,401,272,717,9.2411,9.401764266595734,1245mosF
data/mock_gals/g1_model611.fits,358,346,1394,9.1295,9.293284184384746,1245mosF
data/mock_gals/g1_model987.fits,569,481,389,10.067,10.233638268456811,1245mosF
data/mock_gals/g1_model724.fits,100,695,864,9.2923,9.43786404039034,1245mosF
data/mock_gals/g1_model910.fits,353,269,1097,9.7406,9.8932696433517,1245mosF
data/mock_gals/g2_model948.fits,23,798,154,9.8582,10.000467075165469,1245mosF
data/mock_gals/g2_model535.fits,288,633,1268,9.0512,9.207895089209279,1245mosF
data/mock_gals/g2_model674.fits,234,138,1004,9.2191,9.374903493128086,1245mosF
data/mock_gals/g2_model860.fits,574,707,228,9.5808,9.746599824803093,1245mosF
data/mock_gals/g1_model234.fits,606,914,763,8.7074,8.866388293369727,1245mosF
data/mock_gals/g1_model51.fits,593,7,93,8.546,8.701505644232919,1245mosF
data/mock_gals/g2_model439.fits,171,198,1191,8.9205,9.065536628579009,1245mosF
data/mock_gals/g2_model100.fits,177,69,922,8.5859,8.764069216890329,1245mosF
data/mock_gals/g2_model409.fits,378,214,8,8.8941,9.042134681300338,1245mosF
data/mock_gals/g1_model690.fits,168,415,1412,9.2409,9.394895309924337,1245mosF
data/mock_gals/g1_model89.fits,366,150,1251,8.574,8.741356140662234,1245mosF
data/mock_gals/g1_model827.fits,526,286,873,9.5033,9.665040858846076,1245mosF
data/mock_gals/g1_model326.fits,139,691,47,8.8075,8.951979144555153,1245mosF
data/mock_gals/g1_model838.fits,608,503,525,9.5225,9.694752006847217,1245mosF
data/mock_gals/g2_model513.fits,346,160,67,9.022,9.179763928038088,1245mosF
data/mock_gals/g2_model207.fits,586,22,37,8.68,8.862923941207718,1245mosF
data/mock_gals/g2_model0.fits,331,662,1307,8.5004,8.626042246580099,1245mosF
data/mock_gals/g2_model419.fits,506,690,1083,8.9012,9.072042995931518,1245mosF
data/mock_gals/g1_model970.fits,404,164,1513,9.9554,10.113673825627913,1245mosF
data/mock_gals/g2_model435.fits,591,652,1346,8.9197,9.089366365194433,1245mosF
data/mock_gals/g1_model435.fits,309,333,1526,8.9197,9.06800765389702,1245mosF
data/mock_gals/g2_model548.fits,590,189,720,9.0617,9.231228613569483,1245mosF
data/mock_gals/g2_model346.fits,595,663,159,8.8231,9.001224171974291,1245mosF
data/mock_gals/g2_model677.fits,491,167,883,9.227,9.396780139185367,1245mosF
data/mock_gals/g1_model352.fits,476,601,303,8.8309,9.019946468860898,1245mosF
data/mock_gals/g2_model739.fits,219,179,987,9.3227,9.47318224876176,1245mosF
data/mock_gals/g1_model336.fits,286,685,625,8.812,8.959506345993278,1245mosF
data/mock_gals/g1_model406.fits,67,454,1371,8.8883,9.058229031391768,1245mosF
data/mock_gals/g1_model803.fits,196,635,383,9.4556,9.61271146346339,1245mosF
data/mock_gals/g1_model930.fits,550,417,128,9.7996,9.964205131860142,1245mosF
data/mock_gals/g2_model94.fits,9,850,1073,8.5781,8.721943684892446,1245mosF
data/mock_gals/g1_model820.fits,434,560,73,9.493,9.650932790494686,1245mosF
data/mock_gals/g2_model1009.fits,162,863,1511,10.4261,10.577536852238143,1245mosF
data/mock_gals/g1_model248.fits,515,62,263,8.7219,8.90330979484455,1245mosF
