gal_file,z_pos,x_pos,y_pos,orig_mass,new_mass,mos_name
data/mock_gals/g1_model233.fits,389,916,722,8.7067,8.851581060634915,1245mosG
data/mock_gals/g2_model774.fits,6,395,924,9.3934,9.520432931826104,1245mosG
data/mock_gals/g2_model319.fits,539,648,382,8.8038,8.963178376890763,1245mosG
data/mock_gals/g2_model844.fits,458,627,1252,9.5382,9.675382842299705,1245mosG
data/mock_gals/g1_model876.fits,650,569,1155,9.6387,9.784229848641598,1245mosG
data/mock_gals/g1_model268.fits,413,597,193,8.7405,8.86480539760242,1245mosG
data/mock_gals/g2_model462.fits,372,288,755,8.96,9.100740600385093,1245mosG
data/mock_gals/g1_model176.fits,568,813,883,8.6471,8.7980529056766,1245mosG
data/mock_gals/g2_model215.fits,32,566,1507,8.6857,8.80819197003811,1245mosG
data/mock_gals/g2_model643.fits,95,492,611,9.1754,9.299093272903669,1245mosG
data/mock_gals/g2_model434.fits,247,359,132,8.9189,9.063021951295394,1245mosG
data/mock_gals/g1_model834.fits,546,792,1199,9.5133,9.664621400784428,1245mosG
data/mock_gals/g1_model271.fits,320,922,1358,8.7436,8.863594843572448,1245mosG
data/mock_gals/g2_model534.fits,420,168,1529,9.0497,9.198734373932922,1245mosG
data/mock_gals/g1_model255.fits,491,638,428,8.7316,8.879166010601933,1245mosG
data/mock_gals/g2_model524.fits,268,807,465,9.0381,9.175209933540469,1245mosG
data/mock_gals/g2_model868.fits,69,659,1006,9.6217,9.74919476448393,1245mosG
data/mock_gals/g1_model452.fits,626,421,275,8.9442,9.094595232120161,1245mosG
data/mock_gals/g1_model853.fits,105,825,507,9.5552,9.67521804757242,1245mosG
data/mock_gals/g2_model336.fits,268,232,1094,8.812,8.945965329205277,1245mosG
data/mock_gals/g2_model141.fits,568,18,272,8.6177,8.745987165173197,1245mosG
data/mock_gals/g1_model432.fits,301,889,364,8.9171,9.042201085766342,1245mosG
data/mock_gals/g1_model1001.fits,53,109,1507,10.265,10.379879402592064,1245mosG
data/mock_gals/g1_model785.fits,80,744,1525,9.4121,9.53900585854566,1245mosG
data/mock_gals/g2_model510.fits,401,899,19,9.0206,9.156020158408923,1245mosG
data/mock_gals/g1_model326.fits,532,247,1287,8.8075,8.94764392715151,1245mosG
data/mock_gals/g2_model318.fits,65,18,855,8.8019,8.938150012713093,1245mosG
data/mock_gals/g2_model302.fits,628,20,665,8.7834,8.939744333672392,1245mosG
data/mock_gals/g2_model67.fits,27,130,636,8.5541,8.675087758776668,1245mosG
data/mock_gals/g2_model935.fits,407,702,515,9.8123,9.945872568375426,1245mosG
data/mock_gals/g1_model420.fits,69,212,896,8.902,9.037025419904674,1245mosG
data/mock_gals/g2_model338.fits,350,620,1080,8.8136,8.953855849707242,1245mosG
data/mock_gals/g2_model690.fits,351,286,1393,9.2409,9.376473274434444,1245mosG
data/mock_gals/g1_model751.fits,134,491,82,9.3425,9.467795320879162,1245mosG
data/mock_gals/g1_model647.fits,250,598,1488,9.1811,9.315913515860736,1245mosG
data/mock_gals/g2_model80.fits,493,342,1493,8.5651,8.723609409214996,1245mosG
data/mock_gals/g2_model349.fits,1,739,1260,8.8284,8.972560771804002,1245mosG
data/mock_gals/g2_model548.fits,393,930,603,9.0617,9.197622601494285,1245mosG
data/mock_gals/g1_model133.fits,132,497,124,8.6131,8.751101021320295,1245mosG
data/mock_gals/g2_model94.fits,28,228,566,8.5781,8.697328970052286,1245mosG
data/mock_gals/g1_model737.fits,6,660,36,9.3192,9.450186855042043,1245mosG
data/mock_gals/g2_model612.fits,225,612,597,9.13,9.266575158004498,1245mosG
data/mock_gals/g1_model949.fits,476,416,1171,9.8645,10.008318402401237,1245mosG
data/mock_gals/g2_model278.fits,156,702,430,8.7493,8.875099237761551,1245mosG
data/mock_gals/g1_model278.fits,588,151,423,8.7493,8.91078931752895,1245mosG
data/mock_gals/g1_model283.fits,595,811,1024,8.7516,8.91065438879495,1245mosG
data/mock_gals/g1_model126.fits,135,739,1083,8.6051,8.724665891578688,1245mosG
data/mock_gals/g2_model440.fits,120,372,721,8.9212,9.05176780652481,1245mosG
data/mock_gals/g2_model127.fits,186,699,1191,8.6058,8.733519406040736,1245mosG
data/mock_gals/g1_model597.fits,420,559,755,9.1116,9.253599652480863,1245mosG
data/mock_gals/g1_model325.fits,424,750,36,8.8072,8.956178862574765,1245mosG
data/mock_gals/g2_model231.fits,21,277,230,8.7034,8.824905894168444,1245mosG
data/mock_gals/g2_model997.fits,357,80,218,10.1796,10.311105643310881,1245mosG
data/mock_gals/g2_model796.fits,45,105,212,9.4396,9.558551997913654,1245mosG
data/mock_gals/g2_model727.fits,292,413,1335,9.3015,9.434018408480938,1245mosG
data/mock_gals/g1_model91.fits,436,423,109,8.5749,8.716152985801694,1245mosG
data/mock_gals/g2_model951.fits,173,873,62,9.878,10.015216346410345,1245mosG
data/mock_gals/g1_model865.fits,237,565,60,9.5981,9.731794739421389,1245mosG
data/mock_gals/g1_model377.fits,21,325,939,8.858,8.988312420060348,1245mosG
data/mock_gals/g2_model761.fits,183,442,1406,9.3551,9.490990104298083,1245mosG
data/mock_gals/g1_model88.fits,543,550,233,8.5735,8.714028245189501,1245mosG
data/mock_gals/g1_model816.fits,437,473,1038,9.4869,9.627483499528374,1245mosG
data/mock_gals/g2_model168.fits,542,171,62,8.6406,8.805407235149769,1245mosG
data/mock_gals/g2_model948.fits,265,118,39,9.8582,9.98516769367844,1245mosG
data/mock_gals/g1_model754.fits,267,786,273,9.3478,9.473900279928857,1245mosG
