label,centroid-0,centroid-1,centroid-2,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,area,brightest_pix,elongation,n_vel,nx,ny,max_loc-0,max_loc-1,max_loc-2,max_loc,dist,nx_kpc,ny_kpc,fluxes,type
1,20.196374622356494,564.2954682779456,1244.6465256797583,12,557,1238,29,573,1252,1655,6.355448246002197,2.381895564858077,131.39792627434275,16,14,10,7,9,"[22, 564, 1247]",185.1135442919398,86.15576398405136,75.3862922102682,"[1.2783962682868573, 0.03247548260720773]",real
2,25.37293233082707,97.46842105263158,832.2872180451128,13,84,828,36,104,838,1330,4.856557369232178,1.8599366865881306,177.77366495940493,20,10,20,14,5,"[33, 98, 833]",184.51277529605125,107.34519607219354,53.672593494538425,"[0.9000212014453459, 0.04236877693745053]",real
3,55.90635451505017,861.6379598662207,567.4958193979933,46,855,564,71,869,572,1196,5.629430294036865,2.0275706665499817,193.23224452109227,14,8,4,4,5,"[50, 859, 569]",180.91155143415645,73.67505782893768,42.10003147768005,"[0.734332081499345, 0.028269160215724103]",real
4,169.36792757840286,877.0898803750404,31.84157775622373,158,869,24,185,888,41,3093,5.883871555328369,2.282424926168636,208.69082408277967,19,17,5,9,9,"[163, 878, 33]",167.27969119897648,92.45342211723907,82.72148126710945,"[2.21630555426897, 0.054772294868305704]",real
5,177.19735327963176,944.1139240506329,12.495397008055235,166,925,7,190,954,30,1738,6.334270477294922,12.059843176520776,185.50295474024858,29,23,12,21,2,"[178, 946, 9]",166.3261952634502,140.30879076133527,111.27937598357734,"[1.487185492209321, 0.032136858002870555]",real
6,178.0,881.2,37.4,178,880,37,179,883,39,5,7.5333027839660645,2.9999999999999996,7.7292897808436924,3,2,0,1,0,"[178, 881, 37]",166.2070370008549,14.504300566067718,9.6695336970752,"[0.0378503586502775, 0.008810863811741447]",real
7,209.43061062648692,684.4647105471847,560.406026962728,197,676,555,223,691,567,1261,6.235739707946777,1.833297916578117,200.96153430193598,15,12,24,9,3,"[221, 685, 558]",162.51629408322722,70.91111671350015,56.728892074754285,"[0.9229033600438061, 0.03545843864458154]",real
8,219.31696672122203,760.3398799781778,554.6917621385707,208,753,547,229,768,561,1833,5.666074275970459,1.8997812924730035,162.31508539771752,15,14,17,8,6,"[225, 761, 553]",161.32703776310044,70.39220570710228,65.69939145590446,"[1.1965938934426408, 0.041590324758117116]",real
9,225.98033503277495,450.6831755280408,1291.8896576839038,213,443,1286,243,460,1299,2746,4.670022964477539,2.4689951690092435,231.87869342531076,17,13,3,11,6,"[216, 454, 1292]",160.61378936097287,79.42512610248335,60.73685908147003,"[2.0462412256820732, 0.08717142320228209]",real
10,229.5608552631579,86.85263157894737,1334.55,218,78,1328,241,98,1344,3040,4.953943252563477,2.2266958477050838,177.77366495940493,20,16,7,9,6,"[225, 87, 1334]",160.13841760396588,93.16476763631668,74.53181108189436,"[1.5981269403015825, 0.048914711066539815]",real
11,220.0,445.0,1298.0,220,445,1298,221,446,1299,1,3.4007315635681152,,7.7292897808436924,1,1,0,0,0,"[220, 445, 1298]",161.2081471283667,4.689355028854105,4.689355028854105,"[0.003987627426365543, 0.003987627426365543]",real
12,228.17375231053603,963.8243992606284,535.8391866913124,222,958,533,238,970,540,541,3.4708850383758545,3.516987353523513,123.66863649349908,12,7,5,7,3,"[227, 965, 536]",160.25725100718284,55.94033723121648,32.63186251050377,"[0.23599382777730477, 0.01436955687887601]",real
