gal_file,z_pos,x_pos,y_pos,orig_mass,new_mass,mos_name
data/mock_gals/g2_model99.fits,326,286,769,8.5843,8.793437955748718,1245mosD
data/mock_gals/g1_model233.fits,179,77,522,8.7067,8.907184062199834,1245mosD
data/mock_gals/g1_model514.fits,319,849,279,9.0261,9.236836358695763,1245mosD
data/mock_gals/g1_model817.fits,194,116,892,9.4873,9.686705281754794,1245mosD
data/mock_gals/g2_model958.fits,363,319,1095,9.9081,10.115337816070582,1245mosD
data/mock_gals/g2_model61.fits,227,216,944,8.551,8.750566380100205,1245mosD
data/mock_gals/g1_model271.fits,355,450,1224,8.7436,8.942951486226496,1245mosD
data/mock_gals/g2_model180.fits,357,206,18,8.6525,8.876106458486761,1245mosD
data/mock_gals/g2_model942.fits,152,363,983,9.8399,10.033456516960111,1245mosD
data/mock_gals/g1_model262.fits,161,477,961,8.7359,8.93457021340831,1245mosD
data/mock_gals/g2_model252.fits,614,693,805,8.7302,8.94937631897734,1245mosD
data/mock_gals/g1_model506.fits,20,220,1360,9.0123,9.211816892405116,1245mosD
data/mock_gals/g1_model120.fits,342,837,720,8.5997,8.819677214694988,1245mosD
data/mock_gals/g1_model428.fits,545,683,149,8.9085,9.124730827589099,1245mosD
data/mock_gals/g1_model529.fits,556,733,876,9.0435,9.26266202295351,1245mosD
data/mock_gals/g2_model613.fits,164,760,428,9.131,9.32057492237233,1245mosD
data/mock_gals/g2_model295.fits,50,395,1324,8.772,8.965429335217607,1245mosD
data/mock_gals/g1_model619.fits,234,144,182,9.1382,9.332278967364518,1245mosD
data/mock_gals/g2_model876.fits,612,509,103,9.6387,9.852116427405312,1245mosD
data/mock_gals/g2_model451.fits,588,688,718,8.9404,9.161789764810825,1245mosD
data/mock_gals/g1_model643.fits,608,543,902,9.1754,9.388681402823197,1245mosD
data/mock_gals/g2_model0.fits,553,177,478,8.5004,8.679048679033185,1245mosD
data/mock_gals/g2_model398.fits,258,197,192,8.8802,9.090005593973782,1245mosD
data/mock_gals/g2_model279.fits,16,577,1394,8.7495,8.931362440821395,1245mosD
data/mock_gals/g1_model867.fits,554,561,163,9.6027,9.817305129773457,1245mosD
data/mock_gals/g2_model991.fits,133,653,489,10.1084,10.305762296590174,1245mosD
data/mock_gals/g1_model289.fits,294,322,526,8.7621,8.968819858928306,1245mosD
data/mock_gals/g2_model396.fits,638,349,57,8.8775,9.09040475239837,1245mosD
data/mock_gals/g2_model548.fits,210,207,16,9.0617,9.257128961478108,1245mosD
data/mock_gals/g2_model119.fits,545,546,577,8.5996,8.810195306967724,1245mosD
